title,gender,category,subcategory,brand,color,size,size_notes,waist,inseam,rise,fit,material,pattern,condition,price_usd,compare_at_usd,availability,era,description,model_info,care_instructions,sku,product_url,image_urls,product_handle,product_type,tags
Tripp NYC X-Strap Pant - Fog Wash Black Denim,Women,Bottoms,Jeans,Rogue,,S,,10,,,,,,,175.00,,In stock,,"Fog washed black denim dark street pants with straps, zips off into shorts . Drawstring and adjustable waist buckles allow for a tighter fit on the waist. 100% Cotton. Hand wash cold. Lay flat to dry.",,,,https://roguegarms.com/products/tripp-nyc-x-strap-pant-fog-wash-black-denim,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_FOGWASH_F_1000x_84a8d1b7-ba4c-45e1-b2e4-e33c7e0990f5.webp?v=1725487761|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_FOGWASH_B_1000x_bbf6dc5b-ceaf-4983-bebe-94dad64003f1.webp?v=1725487760|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_FOGWASH_FULL_1000x_a561eb40-73fb-4e8a-aeef-a8969c8ca3fe.webp?v=1725487761|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MB_FOGDENIM_F_1000x_84f3c766-cda8-459e-884a-53d20239fd02.webp?v=1725487803|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MB_FOGDENIM_B_1000x_7d57ff4e-d464-4d15-8650-ef2967b56fdf.webp?v=1725487803|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MB_FOGDENIM_FULL_1000x_24694d8a-8e63-47a3-95e8-627506144d6f.webp?v=1725487803,tripp-nyc-x-strap-pant-fog-wash-black-denim,,"Bottoms,Men's Bottoms,Tripp NYC,Women's Bottoms"
Tripp NYC X-Strap Pant - Fog Wash Black Denim,Women,Bottoms,Jeans,Rogue,,M,,10,,,,,,,175.00,,Sold out,,"Fog washed black denim dark street pants with straps, zips off into shorts . Drawstring and adjustable waist buckles allow for a tighter fit on the waist. 100% Cotton. Hand wash cold. Lay flat to dry.",,,,https://roguegarms.com/products/tripp-nyc-x-strap-pant-fog-wash-black-denim,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_FOGWASH_F_1000x_84a8d1b7-ba4c-45e1-b2e4-e33c7e0990f5.webp?v=1725487761|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_FOGWASH_B_1000x_bbf6dc5b-ceaf-4983-bebe-94dad64003f1.webp?v=1725487760|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_FOGWASH_FULL_1000x_a561eb40-73fb-4e8a-aeef-a8969c8ca3fe.webp?v=1725487761|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MB_FOGDENIM_F_1000x_84f3c766-cda8-459e-884a-53d20239fd02.webp?v=1725487803|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MB_FOGDENIM_B_1000x_7d57ff4e-d464-4d15-8650-ef2967b56fdf.webp?v=1725487803|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MB_FOGDENIM_FULL_1000x_24694d8a-8e63-47a3-95e8-627506144d6f.webp?v=1725487803,tripp-nyc-x-strap-pant-fog-wash-black-denim,,"Bottoms,Men's Bottoms,Tripp NYC,Women's Bottoms"
Tripp NYC X-Strap Pant - Fog Wash Black Denim,Women,Bottoms,Jeans,Rogue,,L,,10,,,,,,,175.00,,In stock,,"Fog washed black denim dark street pants with straps, zips off into shorts . Drawstring and adjustable waist buckles allow for a tighter fit on the waist. 100% Cotton. Hand wash cold. Lay flat to dry.",,,,https://roguegarms.com/products/tripp-nyc-x-strap-pant-fog-wash-black-denim,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_FOGWASH_F_1000x_84a8d1b7-ba4c-45e1-b2e4-e33c7e0990f5.webp?v=1725487761|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_FOGWASH_B_1000x_bbf6dc5b-ceaf-4983-bebe-94dad64003f1.webp?v=1725487760|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_FOGWASH_FULL_1000x_a561eb40-73fb-4e8a-aeef-a8969c8ca3fe.webp?v=1725487761|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MB_FOGDENIM_F_1000x_84f3c766-cda8-459e-884a-53d20239fd02.webp?v=1725487803|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MB_FOGDENIM_B_1000x_7d57ff4e-d464-4d15-8650-ef2967b56fdf.webp?v=1725487803|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MB_FOGDENIM_FULL_1000x_24694d8a-8e63-47a3-95e8-627506144d6f.webp?v=1725487803,tripp-nyc-x-strap-pant-fog-wash-black-denim,,"Bottoms,Men's Bottoms,Tripp NYC,Women's Bottoms"
Tripp NYC X-Strap Pant - Fog Wash Black Denim,Women,Bottoms,Jeans,Rogue,,XL,,10,,,,,,,175.00,,Sold out,,"Fog washed black denim dark street pants with straps, zips off into shorts . Drawstring and adjustable waist buckles allow for a tighter fit on the waist. 100% Cotton. Hand wash cold. Lay flat to dry.",,,,https://roguegarms.com/products/tripp-nyc-x-strap-pant-fog-wash-black-denim,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_FOGWASH_F_1000x_84a8d1b7-ba4c-45e1-b2e4-e33c7e0990f5.webp?v=1725487761|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_FOGWASH_B_1000x_bbf6dc5b-ceaf-4983-bebe-94dad64003f1.webp?v=1725487760|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_FOGWASH_FULL_1000x_a561eb40-73fb-4e8a-aeef-a8969c8ca3fe.webp?v=1725487761|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MB_FOGDENIM_F_1000x_84f3c766-cda8-459e-884a-53d20239fd02.webp?v=1725487803|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MB_FOGDENIM_B_1000x_7d57ff4e-d464-4d15-8650-ef2967b56fdf.webp?v=1725487803|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MB_FOGDENIM_FULL_1000x_24694d8a-8e63-47a3-95e8-627506144d6f.webp?v=1725487803,tripp-nyc-x-strap-pant-fog-wash-black-denim,,"Bottoms,Men's Bottoms,Tripp NYC,Women's Bottoms"
Tripp NYC X-Strap Pant - Mud Wash Denim,Women,Bottoms,Jeans,Rogue,,XXS,,10,,,,,,,175.00,,Sold out,,"Mud washed denim dark street pants with straps, zips off into shorts . Drawstring and adjustable waist buckles allow for a tighter fit on the waist. 100% Cotton. Hand wash cold. Lay flat to dry.",,,,https://roguegarms.com/products/tripp-nyc-x-strap-pant-mud-wash-denim,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_F2_1000x_ae4b1fe5-356b-4efe-842b-0e2e8e095ea4.webp?v=1725487981|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_B2_1000x_bb4d43d1-5be1-4799-89dd-7aca57ea5d9a.webp?v=1725487981|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_FULL2_1000x-1.webp?v=1725487980|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_FULL_1000x_4e3f295c-e0a0-4e43-b812-e57d1cef0404.webp?v=1725488006|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_F_1000x-1.webp?v=1725488006|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_B_1000x_aefbfdfc-b2f8-41c0-8771-e97f366e131d.webp?v=1725488006,tripp-nyc-x-strap-pant-mud-wash-denim,,"Bottoms,Men's Bottoms,Tripp NYC,Women's Bottoms"
Tripp NYC X-Strap Pant - Mud Wash Denim,Women,Bottoms,Jeans,Rogue,,XS,,10,,,,,,,175.00,,In stock,,"Mud washed denim dark street pants with straps, zips off into shorts . Drawstring and adjustable waist buckles allow for a tighter fit on the waist. 100% Cotton. Hand wash cold. Lay flat to dry.",,,,https://roguegarms.com/products/tripp-nyc-x-strap-pant-mud-wash-denim,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_F2_1000x_ae4b1fe5-356b-4efe-842b-0e2e8e095ea4.webp?v=1725487981|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_B2_1000x_bb4d43d1-5be1-4799-89dd-7aca57ea5d9a.webp?v=1725487981|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_FULL2_1000x-1.webp?v=1725487980|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_FULL_1000x_4e3f295c-e0a0-4e43-b812-e57d1cef0404.webp?v=1725488006|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_F_1000x-1.webp?v=1725488006|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_B_1000x_aefbfdfc-b2f8-41c0-8771-e97f366e131d.webp?v=1725488006,tripp-nyc-x-strap-pant-mud-wash-denim,,"Bottoms,Men's Bottoms,Tripp NYC,Women's Bottoms"
Tripp NYC X-Strap Pant - Mud Wash Denim,Women,Bottoms,Jeans,Rogue,,S,,10,,,,,,,175.00,,In stock,,"Mud washed denim dark street pants with straps, zips off into shorts . Drawstring and adjustable waist buckles allow for a tighter fit on the waist. 100% Cotton. Hand wash cold. Lay flat to dry.",,,,https://roguegarms.com/products/tripp-nyc-x-strap-pant-mud-wash-denim,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_F2_1000x_ae4b1fe5-356b-4efe-842b-0e2e8e095ea4.webp?v=1725487981|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_B2_1000x_bb4d43d1-5be1-4799-89dd-7aca57ea5d9a.webp?v=1725487981|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_FULL2_1000x-1.webp?v=1725487980|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_FULL_1000x_4e3f295c-e0a0-4e43-b812-e57d1cef0404.webp?v=1725488006|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_F_1000x-1.webp?v=1725488006|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_B_1000x_aefbfdfc-b2f8-41c0-8771-e97f366e131d.webp?v=1725488006,tripp-nyc-x-strap-pant-mud-wash-denim,,"Bottoms,Men's Bottoms,Tripp NYC,Women's Bottoms"
Tripp NYC X-Strap Pant - Mud Wash Denim,Women,Bottoms,Jeans,Rogue,,M,,10,,,,,,,175.00,,In stock,,"Mud washed denim dark street pants with straps, zips off into shorts . Drawstring and adjustable waist buckles allow for a tighter fit on the waist. 100% Cotton. Hand wash cold. Lay flat to dry.",,,,https://roguegarms.com/products/tripp-nyc-x-strap-pant-mud-wash-denim,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_F2_1000x_ae4b1fe5-356b-4efe-842b-0e2e8e095ea4.webp?v=1725487981|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_B2_1000x_bb4d43d1-5be1-4799-89dd-7aca57ea5d9a.webp?v=1725487981|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_FULL2_1000x-1.webp?v=1725487980|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_FULL_1000x_4e3f295c-e0a0-4e43-b812-e57d1cef0404.webp?v=1725488006|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_F_1000x-1.webp?v=1725488006|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_B_1000x_aefbfdfc-b2f8-41c0-8771-e97f366e131d.webp?v=1725488006,tripp-nyc-x-strap-pant-mud-wash-denim,,"Bottoms,Men's Bottoms,Tripp NYC,Women's Bottoms"
Tripp NYC X-Strap Pant - Mud Wash Denim,Women,Bottoms,Jeans,Rogue,,L,,10,,,,,,,175.00,,In stock,,"Mud washed denim dark street pants with straps, zips off into shorts . Drawstring and adjustable waist buckles allow for a tighter fit on the waist. 100% Cotton. Hand wash cold. Lay flat to dry.",,,,https://roguegarms.com/products/tripp-nyc-x-strap-pant-mud-wash-denim,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_F2_1000x_ae4b1fe5-356b-4efe-842b-0e2e8e095ea4.webp?v=1725487981|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_B2_1000x_bb4d43d1-5be1-4799-89dd-7aca57ea5d9a.webp?v=1725487981|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_FULL2_1000x-1.webp?v=1725487980|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_FULL_1000x_4e3f295c-e0a0-4e43-b812-e57d1cef0404.webp?v=1725488006|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_F_1000x-1.webp?v=1725488006|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_B_1000x_aefbfdfc-b2f8-41c0-8771-e97f366e131d.webp?v=1725488006,tripp-nyc-x-strap-pant-mud-wash-denim,,"Bottoms,Men's Bottoms,Tripp NYC,Women's Bottoms"
Tripp NYC X-Strap Pant - Mud Wash Denim,Women,Bottoms,Jeans,Rogue,,XL,,10,,,,,,,175.00,,In stock,,"Mud washed denim dark street pants with straps, zips off into shorts . Drawstring and adjustable waist buckles allow for a tighter fit on the waist. 100% Cotton. Hand wash cold. Lay flat to dry.",,,,https://roguegarms.com/products/tripp-nyc-x-strap-pant-mud-wash-denim,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_F2_1000x_ae4b1fe5-356b-4efe-842b-0e2e8e095ea4.webp?v=1725487981|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_B2_1000x_bb4d43d1-5be1-4799-89dd-7aca57ea5d9a.webp?v=1725487981|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144_DIRTYWASH_FULL2_1000x-1.webp?v=1725487980|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_FULL_1000x_4e3f295c-e0a0-4e43-b812-e57d1cef0404.webp?v=1725488006|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_F_1000x-1.webp?v=1725488006|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/JM7144MDR_DIRTYWASH_B_1000x_aefbfdfc-b2f8-41c0-8771-e97f366e131d.webp?v=1725488006,tripp-nyc-x-strap-pant-mud-wash-denim,,"Bottoms,Men's Bottoms,Tripp NYC,Women's Bottoms"
90s Gray Calvin Klein Cargo Pants,Women,Bottoms,Cargo Pants,Rogue,,Default Title,,,,32,,,,,40.00,,In stock,,Perfect Basic Gray Calvin Klein Cargo Pants 🎧 Fits low rise size 32X30. Lots of pocket and zipper detailing. In perfect preloved condition with lots of life left. Model is 5'7 with 29' waist. Please note: All clothes are pre-loved and in worn condition.,,,,https://roguegarms.com/products/90s-gray-calvin-klein-cargo-pants,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/IMG_7839.jpg?v=1726165955|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/IMG_7841.jpg?v=1726165955,90s-gray-calvin-klein-cargo-pants,pants,"Bottoms,Men's Bottoms,mens,New Arrivals,pants,vintage,women's,Women's Bottoms"
Insane Harlem Graphic Baggy Jeans,Women,Bottoms,Jeans - Baggy,Rogue,,Default Title,,,,,,,,,140.00,,In stock,,"Vintage Harlem Graphic Baggy Jeans. Brand ""Harlem"". No noticeable flaws. Size 40x34"" Model is 5'9 with 30"" waist. Please note: All clothes are pre-loved and in worn condition.",,,,https://roguegarms.com/products/insane-harlem-graphic-baggy-jeans,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/IMG_7579.jpg?v=1726178573|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/IMG_7582.jpg?v=1726178574|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/IMG_7586.jpg?v=1726178573|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/IMG_7587.jpg?v=1726178573,insane-harlem-graphic-baggy-jeans,pants,"Bottoms,men's,Men's Bottoms,New Arrivals,pants,vintage,women's,Women's Bottoms"
Hot Lips Graphic Tank Top,Women,Bottoms,Other,Rogue,,Default Title,,,,,,,,,42.00,,Sold out,,"Grunge Hot Lips 💋 Graphic Tank Top. No tag. Fits Size S (And M for a more form-fitting look!) No noticeable flaws. Model is 5'8 with 29"" waist, typically wears size S-M. Please note: All clothes are pre-loved and in worn condition.",,,,https://roguegarms.com/products/hot-lips-graphic-tank-top,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/IMG_7528.jpg?v=1726260614|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/IMG_7531.jpg?v=1726260613,hot-lips-graphic-tank-top,Shirts & Tops,"New Arrivals,vintage,women's,Women's Bottoms,Women's Top,Women's Tops"
Vintage Official Lakers NBA Baggy Jeans 🏀,Women,Bottoms,Jeans - Baggy,Rogue,,Default Title,,38,36,,,,,,85.00,,In stock,,"With really sick patch work and wash. Brand Named 'National Basketball Association'. These are official NBA Merch. 🏀 Extremely Rare. Fire with a graphic tee and to go skate in. In great preloved in warn condition. Minor Stainage down the leg but hardly noticeable. Length 48"" ,hips 23"", Waist 38"", Crotch 13.5"", Inseam 36"" #BasketBall #Lakers #Vintage #Baggy #Streetwear",,,,https://roguegarms.com/products/lakers-patch-baggy-jeans,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/IMG_7588_77cf7412-79b7-4876-9169-f75448433ce6.jpg?v=1726786111|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/IMG_7590_498c0667-d8bd-4845-8874-e111bcd85758.jpg?v=1726788162,lakers-patch-baggy-jeans,,"Bottoms,Women's Bottoms"
Groovy '70s Flare Jeans,Women,Bottoms,Jeans - Flare,Rogue,,Default Title,,31,30,8,,,,,90.00,,Sold out,,"Groovy Yet Chic '70s Flare Jeans with Embroidered Cream Details. Brand ""Freeman Porter"". Tagged Size 31. Super unique with a retro futurism feel. Very 70s meets early 2000s. Waist 31"" Rise 8.5"" Inseam 30"" Model is 5'9, 30"" waist. Please note: All items are in used, pre-loved condition",,,,https://roguegarms.com/products/groovy-yet-chic-70s-flare-jeans,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/StudioSession-014.jpg?v=1727654451|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/StudioSession-018.jpg?v=1727654451|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/StudioSession-017.jpg?v=1727654451|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/StudioSession-015.jpg?v=1727654451|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/StudioSession-016.jpg?v=1727654451|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/StudioSession-013.jpg?v=1727654451,groovy-yet-chic-70s-flare-jeans,pants,"men's,Men's Bottoms,New Arrivals,vintage,women's,Women's Bottoms"
"Essential Boyfriend ""Diesel"" Jeans",Women,Bottoms,Jeans,Rogue,,Default Title,,34,27,10,,,,,95.00,,In stock,,"Essential Boyfriend ""Diesel Jeans"" with Diesel Logo Patch on Back-Pocket. Brand ""Diesel"". Tagged Size 34. Made in Italy. Would look great styled with a vintage boot. Waist 34"" Rise 10"" Inseam 27"" Model is 5'9, 30"" waist. Please note: All items are in used, pre-loved condition",,,,https://roguegarms.com/products/essential-boyfriend-diesel-jeans,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/StudioSession-028.jpg?v=1727654149|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/StudioSession-026.jpg?v=1727654150|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/StudioSession-027.jpg?v=1727654149,essential-boyfriend-diesel-jeans,pants,"Men's Bottoms,mens,New Arrivals,vintage,women's,Women's Bottoms"
Big Train 8 Ball Japanese Denim Jeans,Women,Bottoms,Jeans,ROGUE,,Default Title,,34,,11,,,,,70.00,,Sold out,,"Vintage Japanese denim brand ""Big Train"" faded denim jeans 🎱 Eight-ball design with distressing at the knees really cool faded wash. Perfect early 2000s jeans to add to your collection Waist 34"" Length 33"" Rise 11"" Model is 5'9, 30"" waist Please note: All items are in used, pre-loved condition",,,,https://roguegarms.com/products/big-train-8-ball-japanese-denim-jeans,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/StudioSession-056.jpg?v=1727653690|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/StudioSession-053.jpg?v=1727653690|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/StudioSession-054.jpg?v=1727653690|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/StudioSession-055.jpg?v=1727653690,big-train-8-ball-japanese-denim-jeans,pants,"Bottoms,Men's Bottoms,mens,New Arrivals,pants,vintage,Women's Bottoms,womens"
Akademiks Baggy Hip-Hop Jeans,Women,Bottoms,Jeans - Baggy,Rogue,,Default Title,,36,,11,,,,,75.00,,In stock,,"Early 2000s Dark Wash Akademiks Baggy Jeans. Green, Red, White, and Black embroidered details. Wide leg fit. Waist 36"" Length 32"" Rise 11"" Model is 5'9, 30"" waist Please note: All items are in used, pre-loved condition",,,,https://roguegarms.com/products/akademiks-baggy-hip-hop-jeans,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/StudioSession-104.jpg?v=1727653660|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/StudioSession-100.jpg?v=1727653660|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/StudioSession-101.jpg?v=1727653660,akademiks-baggy-hip-hop-jeans,,"Bottoms,men's,Men's Bottoms,New Arrivals,pants,vintage,Women's Bottoms,womens"
Punk-Style Red Skull Plaid Mini Skirt,Women,Bottoms,Other,ROGUE,,Default Title,,30,,,,,,,65.00,,In stock,,"Brand ""Living Dead Souls"". Tagged Size Medium. Waist 30"". Model is 5'7, 29"" waist. Please note: All items are in preloved condition.",,,,https://roguegarms.com/products/punk-style-red-skull-plaid-mini-skirt,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/halloween-854.jpg?v=1728848686|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/halloween-838.jpg?v=1728848686|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/halloween-848.jpg?v=1728848686,punk-style-red-skull-plaid-mini-skirt,Mini Skirts,"halloween,New Arrivals,Skirts,vintage,women's,Women's Bottoms"
Ruffled Black and Metallic Brown Midi Skirt,Women,Bottoms,Other,ROGUE,,Default Title,,29,,,,,,,48.00,,In stock,,"No brand. Tagged Size Medium. Waist 29"". Model is 5'7, 29"" waist. Please note: All items are in preloved condition.",,,,https://roguegarms.com/products/ruffled-black-and-metallic-brown-midi-skirt,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/halloween-797_b5efdc35-74c8-479b-9962-ab75edeb052a.jpg?v=1728850817|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/halloween-803_8310bc29-5a4e-4e10-8310-ea3651f06a90.jpg?v=1728850817,ruffled-black-and-metallic-brown-midi-skirt,skirt,"halloween,New Arrivals,vintage,Women's Bottoms"
Hot Pink Juicy Couture Track Pants,Women,Bottoms,Other,ROGUE,,Default Title,,26,,,,,,,50.00,,In stock,,"Jersey Shore inspired Halloween outfit. Brand ""Juicy Couture"". Tagged Size Medium. Waist 26"". Model is 5'7, 29"" waist. Please note: All items are in preloved condition.",,,,https://roguegarms.com/products/hot-pink-juicy-couture-track-pants,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/halloween-682_1a4ceb11-8c8a-4253-a745-2c2b67a41f00.jpg?v=1728851689|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/halloween-685_66515d31-eddc-4b77-9821-4e1bb91fc56e.jpg?v=1728851689,hot-pink-juicy-couture-track-pants,,"Bottoms,halloween,New Arrivals,vintage,Women's Bottoms"
Fłowy Floral Laced Maxi Skirt,Women,Bottoms,Other,Rogue,,Default Title,,,,,,,,,50.00,,In stock,,"Fłowy Floral Laced Maxi Skirt. Black and grey floral maxi skirt with lace trim. Super cute for the fall weather. Brand name 'RAFAEL'. Fire with a coat or sweater matching the grunge vibe. In great preloved condition. Size L. Model is 5'7, 29"" waist. Please note: All items are used and in preloved condition.",,,,https://roguegarms.com/products/flowy-floral-laced-maxi-skirt,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/IMG_9877.jpg?v=1730669453|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/IMG_9876.jpg?v=1730669453|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/IMG_9878.jpg?v=1730669453,flowy-floral-laced-maxi-skirt,,"New Arrivals,Skirts,vintage,women's,Women's Bottoms"
Hot Pink Y2K Velour Track Pants,Women,Bottoms,Other,Rogue,,Default Title,,,,,,,,,40.00,,In stock,,"Brand ""Janice Queen."" Tagged Size M, 26"" waist. Model is 5'6, 26"" waist. Please note: All items are used and in preloved condition.",,,,https://roguegarms.com/products/hot-pink-y2k-velour-track-pants,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/FALLDROP2-150.jpg?v=1732227600|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/FALLDROP2-154.jpg?v=1732227600|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/FALLDROP2-158.jpg?v=1732227600,hot-pink-y2k-velour-track-pants,pants,"New Arrivals,vintage,women's,Women's Bottoms"
Salmon Juicy Couture Track Pants,Women,Bottoms,Other,Rogue,,Default Title,,,,,,,,,70.00,,In stock,,"Brand ""Juicy Couture."" Tagged Size S, 28"" waist. Stretchable waistband. Model is 5'6, 26"" waist. Please note: All items are used and in preloved condition.",,,,https://roguegarms.com/products/salmon-juicy-couture-track-pants,https://cdn.shopify.com/s/files/1/0444/5834/4613/files/FALLDROP2-039.jpg?v=1732228150|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/FALLDROP2-041.jpg?v=1732228150|https://cdn.shopify.com/s/files/1/0444/5834/4613/files/FALLDROP2-047.jpg?v=1732228150,salmon-juicy-couture-track-pants,pants,"New Arrivals,vintage,women's,Women's Bottoms"
